rva	end	size	section	verdict	coverage	attribution	reachability	evidence
0x001f3690	0x001f3698	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f36b0	0x001f36b8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f36cd	0x001f36d8	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f36e8	0x001f36f0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3704	0x001f3708	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3720	0x001f3728	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3739	0x001f3740	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3750	0x001f3758	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f376c	0x001f3770	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3788	0x001f3790	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f37a5	0x001f37b0	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f37c0	0x001f37c8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f37dc	0x001f37e0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f37f8	0x001f3800	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3811	0x001f3818	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3828	0x001f3830	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3844	0x001f3848	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3860	0x001f3868	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3879	0x001f3880	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3890	0x001f3898	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f38ac	0x001f38b0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f38c8	0x001f38d0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f38e1	0x001f38e8	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f38f8	0x001f3900	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3914	0x001f3918	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3930	0x001f3938	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3949	0x001f3950	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3960	0x001f3968	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f397c	0x001f3980	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3998	0x001f39a0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f39b1	0x001f39b8	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f39c8	0x001f39d0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f39e4	0x001f39e8	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a00	0x001f3a08	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a19	0x001f3a20	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a30	0x001f3a38	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a4c	0x001f3a50	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a68	0x001f3a70	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a81	0x001f3a88	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3a98	0x001f3aa0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ab4	0x001f3ab8	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ad0	0x001f3ad8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ae9	0x001f3af0	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b00	0x001f3b08	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b1c	0x001f3b20	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b38	0x001f3b40	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b51	0x001f3b58	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b68	0x001f3b70	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3b84	0x001f3b88	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ba0	0x001f3ba8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3bb9	0x001f3bc0	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3bd0	0x001f3bd8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3bec	0x001f3bf0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c08	0x001f3c10	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c21	0x001f3c28	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c38	0x001f3c40	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c54	0x001f3c58	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c70	0x001f3c78	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3c89	0x001f3c90	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ca0	0x001f3ca8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3cbc	0x001f3cc0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3cd8	0x001f3ce0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ced	0x001f3cf0	3	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d00	0x001f3d08	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d1c	0x001f3d20	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d38	0x001f3d40	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d51	0x001f3d58	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d68	0x001f3d70	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3d84	0x001f3d88	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3da0	0x001f3da8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3db9	0x001f3dc0	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3dd0	0x001f3dd8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3dec	0x001f3df0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3e08	0x001f3e10	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3e28	0x001f3e30	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3e48	0x001f3e50	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3e68	0x001f3e70	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3e88	0x001f3e90	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ea5	0x001f3eb0	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ec0	0x001f3ec8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3edc	0x001f3ee0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ee5	0x001f3ee8	3	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ef8	0x001f3f00	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f14	0x001f3f18	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f30	0x001f3f38	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f45	0x001f3f48	3	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f58	0x001f3f60	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f74	0x001f3f78	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3f90	0x001f3f98	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3fa1	0x001f3fa8	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3fb8	0x001f3fc0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3fd4	0x001f3fd8	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f3ff0	0x001f3ff8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f400d	0x001f4018	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4028	0x001f4030	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4044	0x001f4048	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4060	0x001f4068	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f407d	0x001f4088	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4098	0x001f40a0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f40b4	0x001f40d0	28	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f40d0	0x001f4150	128	.rdata	game-visible unenrolled data	eligible	compiler: RTTI records	pointer from game-visible data (1)	retail .rdata$r contribution group
0x001f4168	0x001f4170	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4185	0x001f4190	11	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f41a0	0x001f41a8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f41bc	0x001f41c0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f41d8	0x001f41e0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f41f8	0x001f4200	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4209	0x001f4210	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4220	0x001f4228	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f423c	0x001f4240	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4245	0x001f4248	3	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4258	0x001f4260	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4274	0x001f4278	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4290	0x001f4298	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f42a1	0x001f42a8	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f42b8	0x001f42c0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f42d4	0x001f42d8	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f42f0	0x001f42f8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4301	0x001f4308	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4318	0x001f4320	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4334	0x001f4338	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4350	0x001f4358	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4370	0x001f4378	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4381	0x001f4388	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4398	0x001f43a0	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f43b4	0x001f43b8	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f43bd	0x001f43c0	3	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f43d0	0x001f43d8	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f43ec	0x001f43f0	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4408	0x001f4410	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4428	0x001f4430	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4439	0x001f4440	7	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
0x001f4450	0x001f4458	8	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		retail .rdata$r contribution group
